model,silhouette,davies_bouldin,records
HUG,0.08902765710166315,2.1060121240010714,1650
Identity-aware DeepSets,0.11885917965180995,2.064016259067146,1650
HiLAR,0.1126705989139212,2.0820564208224375,1650
