fraction,task,seed,model,threshold,macro_f1,micro_f1,prediction
10pct,csn,55,heartlang,0.5,0.1517316706696797,0.5602941176470588,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\10pct\csn-seed55\heartlang\formal-test\test_predictions.npz
10pct,csn,55,hilar,0.5,0.25993616924091706,0.6639314762830202,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\10pct\csn-seed55\formal-test\paired\test_predictions.npz
1pct,superdiagnostic,42,clear_hug,0.5,0.4008061614364424,0.5743104158089749,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\superdiagnostic-seed42\formal-test\hug\test_predictions.npz
1pct,superdiagnostic,42,heartlang,0.5,0.49281622345377424,0.5787941787941788,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\superdiagnostic-seed42\heartlang\formal-test\test_predictions.npz
1pct,superdiagnostic,42,hilar,0.5,0.5523460255075435,0.6341181011192589,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\superdiagnostic-seed42\formal-test\paired\test_predictions.npz
1pct,superdiagnostic,46,clear_hug,0.5,0.36241058076191435,0.5355490113588557,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\superdiagnostic-seed46\formal-test\hug\test_predictions.npz
1pct,superdiagnostic,46,heartlang,0.5,0.4928224587084492,0.5736434108527132,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\superdiagnostic-seed46\heartlang\formal-test\test_predictions.npz
1pct,superdiagnostic,46,hilar,0.5,0.5895594278750962,0.6414885777450258,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\superdiagnostic-seed46\formal-test\paired\test_predictions.npz
1pct,superdiagnostic,55,clear_hug,0.5,0.32443035739193926,0.5055487053020962,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\superdiagnostic-seed55\formal-test\hug\test_predictions.npz
1pct,superdiagnostic,55,heartlang,0.5,0.46514718446980047,0.5659540137152077,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\superdiagnostic-seed55\heartlang\formal-test\test_predictions.npz
1pct,superdiagnostic,55,hilar,0.5,0.5170998078623232,0.6131495623021047,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\superdiagnostic-seed55\formal-test\paired\test_predictions.npz
1pct,subdiagnostic,42,clear_hug,0.5,0.1507470020213942,0.4583622484385843,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\subdiagnostic-seed42\formal-test\hug\test_predictions.npz
1pct,subdiagnostic,42,heartlang,0.5,0.0851671042787564,0.3919574763115322,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\subdiagnostic-seed42\heartlang\formal-test\test_predictions.npz
1pct,subdiagnostic,42,hilar,0.5,0.08381842844095042,0.425482445942804,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\subdiagnostic-seed42\formal-test\paired\test_predictions.npz
1pct,subdiagnostic,46,clear_hug,0.5,0.1387974350356978,0.44404690916318823,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\subdiagnostic-seed46\formal-test\hug\test_predictions.npz
1pct,subdiagnostic,46,heartlang,0.5,0.11318189094264187,0.4551451187335092,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\subdiagnostic-seed46\heartlang\formal-test\test_predictions.npz
1pct,subdiagnostic,46,hilar,0.5,0.08685102210457697,0.42069279854147673,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\subdiagnostic-seed46\formal-test\paired\test_predictions.npz
1pct,subdiagnostic,55,clear_hug,0.5,0.1288148665982395,0.2666997149584831,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\subdiagnostic-seed55\formal-test\hug\test_predictions.npz
1pct,subdiagnostic,55,heartlang,0.5,0.09177849174772372,0.438844232022594,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\subdiagnostic-seed55\heartlang\formal-test\test_predictions.npz
1pct,subdiagnostic,55,hilar,0.5,0.1086930883522404,0.45883326437732724,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\subdiagnostic-seed55\formal-test\paired\test_predictions.npz
1pct,form,42,clear_hug,0.5,0.04622758757383648,0.23170731707317074,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\form-seed42\formal-test\hug\test_predictions.npz
1pct,form,42,heartlang,0.5,0.08084364362487895,0.2043969102792632,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\form-seed42\heartlang\formal-test\test_predictions.npz
1pct,form,42,hilar,0.5,0.10294144642680528,0.2541033434650456,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\form-seed42\formal-test\paired\test_predictions.npz
1pct,form,46,clear_hug,0.5,0.0903893026380843,0.3732943469785575,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\form-seed46\formal-test\hug\test_predictions.npz
1pct,form,46,heartlang,0.5,0.0758346710811108,0.26519337016574585,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\form-seed46\heartlang\formal-test\test_predictions.npz
1pct,form,46,hilar,0.5,0.0910132909690784,0.3423728813559322,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\form-seed46\formal-test\paired\test_predictions.npz
1pct,form,55,clear_hug,0.5,0.06668466018542746,0.27958115183246074,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\form-seed55\formal-test\hug\test_predictions.npz
1pct,form,55,heartlang,0.5,0.0680159013836921,0.24150485436893204,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\form-seed55\heartlang\formal-test\test_predictions.npz
1pct,form,55,hilar,0.5,0.028198616341185742,0.3115626511852927,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\form-seed55\formal-test\paired\test_predictions.npz
1pct,rhythm,42,clear_hug,0.5,0.14663757611868877,0.735632183908046,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\rhythm-seed42\formal-test\hug\test_predictions.npz
1pct,rhythm,42,heartlang,0.5,0.09270036643155394,0.1747638708217861,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\rhythm-seed42\heartlang\formal-test\test_predictions.npz
1pct,rhythm,42,hilar,0.5,0.07200572772834203,0.7614926987560844,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\rhythm-seed42\formal-test\paired\test_predictions.npz
1pct,rhythm,46,clear_hug,0.5,0.1171496756851287,0.640079365079365,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\rhythm-seed46\formal-test\hug\test_predictions.npz
1pct,rhythm,46,heartlang,0.5,0.14105772406230796,0.8032473734479465,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\rhythm-seed46\heartlang\formal-test\test_predictions.npz
1pct,rhythm,46,hilar,0.5,0.1282841070654173,0.7871662992897379,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\rhythm-seed46\formal-test\paired\test_predictions.npz
1pct,rhythm,55,clear_hug,0.5,0.09390998288847752,0.7656688493919551,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\rhythm-seed55\formal-test\hug\test_predictions.npz
1pct,rhythm,55,heartlang,0.5,0.13405878754512773,0.8105237750422399,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\rhythm-seed55\heartlang\formal-test\test_predictions.npz
1pct,rhythm,55,hilar,0.5,0.15941295468475658,0.7931119311193112,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\rhythm-seed55\formal-test\paired\test_predictions.npz
1pct,cpsc2018,42,clear_hug,0.5,0.24217131437390021,0.3203779257032424,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\cpsc2018-seed42\formal-test\hug\test_predictions.npz
1pct,cpsc2018,42,heartlang,0.5,0.07438690969443142,0.19070904645476772,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\cpsc2018-seed42\heartlang\formal-test\test_predictions.npz
1pct,cpsc2018,42,hilar,0.5,0.207039030836443,0.319047619047619,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\cpsc2018-seed42\formal-test\paired\test_predictions.npz
1pct,cpsc2018,46,clear_hug,0.5,0.05873651164286041,0.13593112822836428,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\cpsc2018-seed46\formal-test\hug\test_predictions.npz
1pct,cpsc2018,46,heartlang,0.5,0.1527828185473115,0.22606596942880128,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\cpsc2018-seed46\heartlang\formal-test\test_predictions.npz
1pct,cpsc2018,46,hilar,0.5,0.029054277741869375,0.06809583858764187,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\cpsc2018-seed46\formal-test\paired\test_predictions.npz
1pct,cpsc2018,55,clear_hug,0.5,0.1945450371554602,0.25844346549192365,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\cpsc2018-seed55\formal-test\hug\test_predictions.npz
1pct,cpsc2018,55,heartlang,0.5,0.09353061722137403,0.20992167101827677,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\cpsc2018-seed55\heartlang\formal-test\test_predictions.npz
1pct,cpsc2018,55,hilar,0.5,0.2352408633883424,0.3554913294797688,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\cpsc2018-seed55\formal-test\paired\test_predictions.npz
1pct,csn,42,clear_hug,0.5,0.06556975673873376,0.18469244013147598,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\csn-seed42\formal-test\hug\test_predictions.npz
1pct,csn,42,heartlang,0.5,0.06432148982727241,0.37906203840472674,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\csn-seed42\heartlang\formal-test\test_predictions.npz
1pct,csn,42,hilar,0.5,0.09582270146322969,0.5274352651048089,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\csn-seed42\formal-test\paired\test_predictions.npz
1pct,csn,46,clear_hug,0.5,0.0,0.0,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\csn-seed46\formal-test\hug\test_predictions.npz
1pct,csn,46,heartlang,0.5,0.07064479404117238,0.3691792917557394,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\csn-seed46\heartlang\formal-test\test_predictions.npz
1pct,csn,46,hilar,0.5,0.10085072416461349,0.5268284763373651,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-low-label-10seed-20260909\1pct\csn-seed46\formal-test\paired\test_predictions.npz
1pct,csn,55,clear_hug,0.5,0.03469369474425163,0.13312740149175017,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\csn-seed55\formal-test\hug\test_predictions.npz
1pct,csn,55,heartlang,0.5,0.07146744079418292,0.40837226015091627,C:\Users\14014\Desktop\CLEAR-HUG\src\CLEAR-HUG\results\q1-heartlang-stmem-linear-probe-seeds42-46-55-20260914\1pct\csn-seed55\heartlang\formal-test\test_predictions.npz
1pct,csn,55,hilar,0.5,0.11358129965239493,0.5219010606428629,C:\Users\14014\Desktop\CLEAR-HUG\results\q1-six-task-three-fraction-seeds52-61-20260910\1pct\csn-seed55\formal-test\paired\test_predictions.npz
